id,template,count
4470,"WITH CTE AS (
    SELECT
        table_alias0.col_name AS column_alias0,
        table_alias1.col_name AS column_alias1,
        table_alias2.col_name || string || table_alias3.col_name AS matches,
        table_alias1.col_name AS column_alias2,
        table_alias5.col_name AS column_alias3,
        table_alias6.col_name AS column_alias4,
        ROW_NUMBER() OVER (PARTITION BY table_alias0.col_name ORDER BY table_alias1.col_name ASC) AS column_alias5
    FROM 
        table_name table_alias0
    INNER JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.col_name
    INNER JOIN table_name table_alias2 ON table_alias2.col_name = table_alias1.col_name
    INNER JOIN table_name table_alias3 ON table_alias3.col_name = table_alias1.col_name
    INNER JOIN table_name table_alias4 ON table_alias4.col_name = table_alias1.col_name
    INNER JOIN table_name table_alias5 ON table_alias5.col_name = table_alias4.col_name
    INNER JOIN table_name table_alias6 ON table_alias6.col_name = table_alias4.col_name
    INNER JOIN table_name table_alias7 ON table_alias7.col_name = table_alias4.col_name
    WHERE
        table_alias7.col_name = string
        AND table_alias1.col_name <> string
        AND table_alias0.col_name <> string
        AND table_alias0.col_name NOT IN (
            SELECT col_name 
            FROM table_name 
            WHERE col_name LIKE string
        )
),
Rank1 AS (
SELECT 
    column_alias0,
    column_alias1,
    matches,
    column_alias2,
    column_alias3,
    column_alias4
FROM 
    CTE
WHERE 
    column_alias5 = num
)
SELECT
    SUBSTR(matches, num, INSTR(matches, string) - num) AS column_alias6,
    SUBSTR(matches, INSTR(matches, string) + num) AS column_alias7
FROM
new_table
ORDER BY column_alias1 
LIMIT num",1
4471,"WITH CTE AS (
    SELECT
        table_alias0.col_name AS column_alias0,
        table_alias1.col_name,
        table_alias1.col_name,
        CAST((table_alias1.col_name->string->>string) AS column_alias1),
        CAST((table_alias1.col_name->string->>string) AS column_alias1),
        num AS column_alias2
    FROM table_name table_alias0
    JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
    WHERE table_alias1.col_name IN (string, string)
       OR CAST((table_alias1.col_name->string->>string) AS column_alias1)> num
       OR CAST((table_alias1.col_name->string->>string) AS column_alias1)> num
), FacilityStress AS (
    SELECT
        col_name,
        col_name,
        col_name
    FROM table_name
    WHERE col_name = string OR col_name = string
), PatientEngagement AS (
    SELECT
        table_alias2.col_name,
        table_alias3.col_name AS column_alias0,
        CASE (table_alias2.col_name->>string)
            WHEN string THEN num
            WHEN string THEN num
            WHEN string THEN num
            WHEN string THEN num
            ELSE num
        END AS column_alias3
    FROM table_name table_alias2
    JOIN table_name table_alias3 ON table_alias2.col_name = table_alias3.col_name
    WHERE table_alias2.col_name IS NOT NULL
), AvgPatientEngagement AS (
    SELECT
        column_alias0,
        ROUND(AVG(column_alias3)) AS column_alias4 
    FROM new_table
    GROUP BY column_alias0
), RecentAssessment AS (
    SELECT
        table_alias4.col_name_alias0,
        table_alias4.col_name,
        table_alias4.new_column2,
        table_alias3.col_name,
        table_alias3.col_name,
        ROW_NUMBER() OVER(PARTITION BY table_alias4.col_name_alias0 ORDER BY table_alias3.col_name DESC) as column_alias5
    FROM CTE table_alias4
    JOIN table_name table_alias3 ON table_alias4.col_name = table_alias3.col_name 
)
SELECT
    table_alias5.col_name_alias0,
    table_alias5.col_name,
    table_alias5.col_name AS column_alias6,
    table_alias6.new_columnumn_alias7, 
    table_alias7.col_name,
    table_alias7.col_name
FROM new_table table_alias5
JOIN new_table table_alias6 ON table_alias5.col_name_alias0 = table_alias6.col_name_alias0
LEFT JOIN new_table table_alias7 ON table_alias5.col_name = table_alias7.col_name 
WHERE table_alias5.new_columnlumn_alias5 = num 
  AND table_alias6.new_column  AND table_alias7.col_name IS NOT NULL 
ORDER BY table_alias5.col_name DESC
LIMIT num",1
4472,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        ABS(table_alias1.col_name - table_alias0.col_name) AS column_alias0
    FROM table_name AS table_alias0
    JOIN table_name AS table_alias1
        ON table_alias0.col_name = table_alias1.col_name
    WHERE table_alias0.col_name IS NOT NULL AND table_alias1.col_name IS NOT NULL
),
vulnerable_pop_by_zip AS (
    SELECT
        col_name,
        (col_name * num +
         (col_name + col_name) * num +
         col_name * num +
         col_name * num +
         col_name * num) AS column_alias1
    FROM table_name
    WHERE
        col_name IS NOT NULL AND
        col_name IS NOT NULL AND
        col_name IS NOT NULL AND
        col_name IS NOT NULL AND
        col_name IS NOT NULL AND
        col_name IS NOT NULL
),
joined_data AS (
    SELECT
        table_alias2.col_name,
        table_alias0.new_column,
        table_alias1.new_column
    FROM CTE AS table_alias0
    JOIN new_table AS table_alias1
        ON table_alias0.col_name = table_alias1.col_name
    JOIN table_name AS table_alias2
        ON table_alias0.col_name = table_alias2.col_name
)
SELECT
    col_name,
    AVG(column_alias0) AS column_alias2,
    AVG(column_alias1) AS column_alias3
FROM new_table
GROUP BY col_name
ORDER BY column_alias2 DESC
LIMIT num",1
4473,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        CASE
            WHEN table_alias0.col_name = string OR table_alias0.col_name = string OR table_alias0.col_name = string
            THEN string
            ELSE string
        END AS column_alias0,
        COALESCE(table_alias1.col_name, num) AS column_alias1
    FROM table_name table_alias0
    FULL JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name  
)
SELECT
    col_name,
    column_alias0,
    column_alias1,
    ARRAY_AGG(table_alias1.col_name) AS column_alias2
FROM CTE table_alias2
LEFT JOIN table_name table_alias1 ON table_alias2.col_name = table_alias1.col_name
WHERE column_alias0 = string
GROUP BY col_name, column_alias0, column_alias1
ORDER BY column_alias1 DESC
LIMIT num",1
4474,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        COALESCE(table_alias0.col_name, num) *
        CASE table_alias0.col_name
            WHEN string THEN num
            WHEN string THEN num
            WHEN string THEN num
            ELSE num
        END AS column_alias0
    FROM table_name table_alias0
)
UPDATE table_name sp
SET col_name = string
FROM CTE table_alias1
WHERE
    sp.col_name = table_alias1.col_name
    AND table_alias1.new_columnumn_alias0 > num
    AND (
        CASE
            WHEN CAST(sp.col_name AS column_alias1)= string AND sp.col_name = string THEN num
            WHEN CAST(sp.col_name AS column_alias1)= string OR sp.col_name = string THEN num
            ELSE num
        END
    ) < num
    AND sp.col_name <> string
RETURNING *;",1
4475,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        COUNT(table_alias1.col_name) AS column_alias0,
        AVG(table_alias2.col_name) AS column_alias1,
        table_alias0.col_name,
        table_alias0.col_name
    FROM table_name table_alias0
    JOIN table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name
    JOIN table_name table_alias2 ON table_alias1.col_name = table_alias2.col_name
    WHERE table_alias1.col_name = string
    GROUP BY table_alias0.col_name, table_alias0.col_name, table_alias0.col_name
)
SELECT 
    column_alias1,
    col_name,
    col_name
FROM CTE
ORDER BY column_alias0 DESC
LIMIT num;",1
4476,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        SUM(CASE WHEN col_name = num THEN num ELSE num END) AS column_alias0,
        SUM(CASE WHEN col_name = num THEN num ELSE num END) AS column_alias1
    FROM
        table_name AS table_alias0
    JOIN
        table_name AS table_alias1
    ON
        table_alias0.col_name = table_alias1.col_name
    WHERE
        table_alias0.col_name IS NOT NULL
    GROUP BY
        table_alias0.col_name
),
product_purchased AS (
    SELECT
        table_alias1.col_name,
        SUM(CASE WHEN col_name = num THEN num ELSE num END) AS column_alias2
    FROM
        table_name AS table_alias0
    JOIN
        table_name AS table_alias1
    ON
        table_alias0.col_name = table_alias1.col_name
    WHERE
        table_alias0.col_name IS NOT NULL
        AND EXISTS (
            SELECT
                col_name
            FROM
                table_name
            WHERE
                col_name = num
                AND table_alias1.col_name = col_name
        )
        AND table_alias0.col_name NOT IN (num, num, num, num)
    GROUP BY
        table_alias1.col_name
),
product_abandoned AS (
    SELECT
        table_alias1.col_name,
        SUM(CASE WHEN col_name = num THEN num ELSE num END) AS column_alias3
    FROM
        table_name AS table_alias0
    JOIN
        table_name AS table_alias1
    ON
        table_alias0.col_name = table_alias1.col_name
    WHERE
        table_alias0.col_name IS NOT NULL
        AND NOT EXISTS (
            SELECT
                col_name
            FROM
                table_name
            WHERE
                col_name = num
                AND table_alias1.col_name = col_name
        )
        AND table_alias0.col_name NOT IN (num, num, num, num)
    GROUP BY
        table_alias1.col_name
)
SELECT
    table_alias0.col_name,
    table_alias0.col_name,
    table_alias1.new_column AS string,
    table_alias1.new_column AS string,
    table_alias3.new_column AS string,
    table_alias2.new_column AS string
FROM
    table_name AS table_alias0
JOIN
    CTE AS table_alias1 
ON
    table_alias1.col_name = table_alias0.col_name
JOIN
    new_table AS table_alias2 
ON 
    table_alias2.col_name = table_alias0.col_name
JOIN
    new_table AS table_alias3 
ON 
    table_alias3.col_name = table_alias0.col_name;",1
4477,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        table_alias0.col_name
    FROM
        table_name table_alias0
    JOIN
        table_name table_alias1 ON table_alias0.col_name = table_alias1.col_name 
    WHERE
        table_alias1.col_name > num 
        AND table_alias1.col_name IS NOT NULL
        AND table_alias1.col_name IN (string, string)
        AND ((num * table_alias0.col_name) + (num * table_alias0.col_name)) > num 
), EnforcementOutcomes AS (
    SELECT
        table_alias2.col_name,
        table_alias3.col_name 
    FROM
        CTE table_alias2
    JOIN
        table_name table_alias3 ON table_alias2.col_name = table_alias3.col_name
)
SELECT
    col_name,
    COUNT(*) AS column_alias0
FROM
    new_table
GROUP BY
    col_name
ORDER BY
    column_alias0 DESC LIMIT num",1
4478,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        table_alias0.col_name,
        AVG(LOG(num, table_alias1.col_name + num)) AS column_alias0
    FROM table_name AS table_alias0
    JOIN table_name AS table_alias1
        ON table_alias0.col_name = table_alias1.col_name
    WHERE
        table_alias0.col_name = string
        AND table_alias1.col_name = string
        AND table_alias0.col_name IS NOT NULL
        AND NOT (table_alias0.col_name LIKE jsonb AND table_alias0.col_name LIKE string)
    GROUP BY
        table_alias0.col_name,
        table_alias0.col_name
)
SELECT
    col_name,
    AVG(column_alias0)
FROM CTE
GROUP BY
    col_name;",1
4479,"WITH CTE AS (
    SELECT
        table_alias0.col_name,
        table_alias0.col_name,
        COALESCE(table_alias0.col_name, table_alias0.col_name) AS column_alias0,
        COALESCE(table_alias0.col_name, num) AS column_alias1,
        COALESCE(table_alias0.col_name, num) AS column_alias2,
        COALESCE(table_alias0.col_name, num) AS column_alias3,
        COALESCE(table_alias0.col_name, num) * COALESCE(table_alias0.col_name, num) AS string,
        b.col_name
    FROM
        new_table.new_column.TRANSACTIONS table_alias0
        JOIN new_table.new_column.BLOCKS b
            ON table_alias0.col_name = b.col_name
    WHERE
        table_alias0.col_name = num
        AND TO_DATE(datetime(table_alias0.col_name / num)) = string
),
string AS (
    SELECT
        column_alias4,
        SUM(column_alias5) AS string
    FROM (
        SELECT
            table_alias0.col_name AS column_alias4,
            -CAST(table_alias0.col_name AS col_name(num, num)) AS column_alias5
        FROM
            CTE table_alias0
        UNION ALL
        SELECT
            table_alias0.col_name AS column_alias4,
            CAST(table_alias0.col_name AS col_name(num, num)) AS column_alias5
        FROM
            CTE table_alias0
        WHERE
            table_alias0.col_name IS NOT NULL
        UNION ALL
        SELECT
            table_alias0.col_name AS column_alias4,
            -CAST(table_alias0.string AS col_name(num, num)) AS column_alias5
        FROM
            CTE table_alias0
        UNION ALL
        SELECT
            table_alias0.col_name AS column_alias4,
            CAST(table_alias0.string AS col_name(num, num)) AS column_alias5
        FROM
            CTE table_alias0
    ) AS column_alias6
    WHERE
        column_alias4 IS NOT NULL
    GROUP BY
        column_alias4
),
string AS (
    SELECT
        column_alias4,
        string
    FROM
        CTE
    AND num=num
),
string AS (
    SELECT
        column_alias4,
        string
    FROM
        CTE
    AND num=num
)
SELECT
    metrics.string,
    metrics.col_name,
    metrics.string
FROM (
    SELECT
        string AS string,
        table_alias1.col_name,
        COALESCE(table_alias1.string, stats.string, num) AS string
    FROM
        (SELECT MAX(string) AS string FROM CTE) stats
        LEFT JOIN CTE table_alias1 ON num = num
    UNION ALL
    SELECT
        string AS string,
        table_alias2.col_name,
        COALESCE(table_alias2.string, stats.string, num) AS string
    FROM
        (SELECT MIN(string) AS string FROM CTE) stats
        LEFT JOIN CTE table_alias2 ON num = num
) metrics
ORDER BY
    metrics.string DESC;",1
